end_to_end	chemical_ner	gene_ner	text
(0, 10, CPR_3) , (0, 29, CPR_3)	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O	O O O O O O O O O O B-GENE-Y O O O O O B-GENE-Y O O O O B-GENE-Y O O O O O O O B-GENE-Y O O O O O O O O	Thiazolidinediones are a new class of anti-diabetic agents which increase insulin sensitivity by binding to the peroxisome proliferator-activated receptor gamma ( PPAR(gamma ) ) and stimulating the expression of insulin-responsive genes involved in glucose and lipid metabolism .
None	O O O O O O O O O O O O O O	O O O O O O O O O O O O O O	These drugs also have vasodilatory and anti-proliferative effects on vascular smooth muscle cells .
None	O O O O O O O O O O O	O O O O O O O O O O O	However the mechanisms for these actions are not fully understood .
None	O O O O O O O O O O O O O O O	O O O O O O O O B-GENE-N O O O B-GENE-N O O	Adenosine is a vasodilator and a substrate of equilibrative nucleoside transporters ( ENT ) .
None	O O O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O	The present study studied the effects of three thiazolidinediones , troglitazone , pioglitazone and ciglitazone , on ENT1 in the human aortic smooth muscle cells ( HASMCs ) .
None	O O O O O O B-CHEMICAL O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O	O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O	Although incubating HASMCs for 48h with thiazolidinediones had no effect on ENT1 mRNA and protein levels , troglitazone acutely inhibited [3H]adenosine uptake and [3H]NBMPR binding of HASMCs with IC50 values of 2.35+/-0.35 and 3.99+/-0.57microM , respectively .
(13, 19, CPR_4)	O O O B-CHEMICAL O O O O O O O O O B-CHEMICAL O O O O O O O	O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O B-GENE-Y O	The effect of troglitazone on ENT1 was PPAR(gamma)-independent and kinetic studies revealed that troglitazone was a competitive inhibitor of ENT1 .
None	O O O B-CHEMICAL O B-CHEMICAL O O O O B-CHEMICAL O O O O	O O O O O O O O O O O O O O O	In contrast , pioglitazone and ciglitazone had minimal effects on [3H]adenosine uptake by HASMCs .
None	B-CHEMICAL O O B-CHEMICAL O B-CHEMICAL O O O O O O B-CHEMICAL O O O	O O O O O O O O O O O O O O O O	Troglitazone differs from pioglitazone and ciglitazone in that its side-chain contains a Vitamin E moiety .
(5, 14, CPR_4)	O O O O O B-CHEMICAL O O O O O O O O O O B-CHEMICAL O O O O B-CHEMICAL O O O O	O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O	The difference in structure of troglitazone did not account for its inhibitory effect on ENT1 because Vitamin E did not inhibit [3H]adenosine uptake by HASMCs .
(17, 19, CPR_4)	O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O	O O B-GENE-N O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O B-GENE-Y O O O O O B-GENE-Y O	Using the nucleoside transporter deficient PK15NTD cells stably expressing ENT1 and ENT2 , it was found that troglitazone inhibited ENT1 but had no effect on ENT2 .
(8, 18, CPR_4)	O O O O O O O O B-CHEMICAL O O O O O O B-CHEMICAL O O O O	O O O O O O O O O O O O O O O O O O B-GENE-Y O	From these results , it is suggested that troglitazone may enhance the vasodilatory effect of adenosine by inhibiting ENT1 .
(2, 8, CPR_4)	O O B-CHEMICAL O O O O O O O	O O O O O O O O B-GENE-Y O	Pharmacologically , troglitazone is a novel inhibitor of ENT1 .
None	O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O	Genetic predictors of the maximum doses patients receive during clinical use of the anti-epileptic drugs carbamazepine and phenytoin .
None	B-CHEMICAL O B-CHEMICAL O O O O O O O O O O	O O O O O O O O O O O O O	Phenytoin and carbamazepine are effective and inexpensive anti-epileptic drugs ( AEDs ) .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O	As with many AEDs , a broad range of doses is used , with the final  maintenance  dose normally determined by trial and error .
None	O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O	Although many genes could influence response to these medicines , there are obvious candidates .
None	O O O O O O O B-CHEMICAL O O O O O O O O O O	O O O O B-GENE-N O O O O O O O O B-GENE-N O O O O	Both drugs target the alpha-subunit of the sodium channel , encoded by the SCN family of genes .
(0, 5, CPR_9) , (0, 14, CPR_9) , (0, 16, CPR_9)	B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O B-GENE-Y O O O O O O O O B-GENE-N O B-GENE-N O	Phenytoin is principally metabolized by CYP2C9 , and both are probable substrates of the drug transporter P-glycoprotein .
None	O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O	We therefore assessed whether variation in these genes associates with the clinical use of carbamazepine and phenytoin in cohorts of 425 and 281 patients , respectively .
None	O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O	O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O	We report that a known functional polymorphism in CYP2C9 is highly associated with the maximum dose of phenytoin ( P = 0.0066 ) .
None	O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O	O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O	We also show that an intronic polymorphism in the SCN1A gene shows significant association with maximum doses in regular usage of both carbamazepine and phenytoin ( P = 0.0051 and P = 0.014 , respectively ) .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	This polymorphism disrupts the consensus sequence of the 5 ' splice donor site of a highly conserved alternative exon ( 5N ) , and it significantly affects the proportions of the alternative transcripts in individuals with a history of epilepsy .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	These results provide evidence of a drug target polymorphism associated with the clinical use of AEDs and set the stage for a prospective evaluation of how pharmacogenetic diagnostics can be used to improve dosing decisions in the use of phenytoin and carbamazepine .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Although the case made here is compelling , our results can not be considered definitive or ready for clinical application until they are confirmed by independent replication .
None	B-CHEMICAL O O O O O O O	O O O O O B-GENE-N O O	Fisetin regulates obesity by targeting mTORC1 signaling .
None	B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O	O O O O O O O O O O O O O O O O	Fisetin , a flavonol present in vegetables and fruits , possesses antioxidative and anti-inflammatory properties .
None	O O O O O O O O B-CHEMICAL O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O B-GENE-N O O O O O O B-GENE-N O O O O O O O O O O O O O O O	In this study , we have demonstrated that fisetin prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 ( mTORC1 ) , a central mediator of cellular growth , cellular proliferation and lipid biosynthesis .
None	O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O B-GENE-N O O O O O O O B-GENE-N O O O B-GENE-Y O O O O O O B-GENE-Y O O B-GENE-N O O O O	To evaluate whether fisetin regulates mTORC1 signaling , we investigated the phosphorylation and kinase activity of the 70-kDa ribosomal protein S6 kinase 1 ( S6K1 ) and mTORC1 in 3T3-L1 preadipocytes .
(0, 8, CPR_4) , (0, 10, CPR_4)	B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O O B-GENE-Y O B-GENE-N O O O O O O O	Fisetin treatment of preadipocytes reduced the phosphorylation of S6K1 and mTORC1 in a time- and concentration-dependent manner .
(6, 9, CPR_4)	O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O B-CHEMICAL O O O	O O O O O O O O O B-GENE-N O O O O O O O B-GENE-Y O B-GENE-Y O B-GENE-N O O B-GENE-Y O O	To further our understanding of how fisetin negatively regulates mTORC1 signaling , we analyzed the phosphorylation of S6K1 , mTOR and Akt in fisetin-treated TSC2-knockdown cells .
(4, 7, CPR_4) , (4, 11, CPR_4)	O O O O B-CHEMICAL O O O O O O O O O	O O O O O O O B-GENE-N O O O B-GENE-N O O	The results suggested that fisetin treatment inhibits mTORC1 activity in an Akt-dependent manner .
None	O O O O O O O O O O O O O	O O O O O O O O O O B-GENE-N O O	Recent studies have shown that adipocyte differentiation is dependent on mTORC1 activity .
(12, 14, CPR_4)	B-CHEMICAL O O O O O O O O O O O B-CHEMICAL O O O	O O O O O O O O O O O O O O B-GENE-Y O	Fisetin treatment inhibited adipocyte differentiation , consistent with the negative effect of fisetin on mTOR .
None	O O O O B-CHEMICAL O O O O O O O O O O B-CHEMICAL O O O O O O O B-CHEMICAL O O O O O O O O	O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O B-GENE-N O O	The inhibitory effect of fisetin on adipogenesis is dependent of mTOR activity , suggesting that fisetin inhibits adipogenesis and the accumulation of intracellular triglycerides during adipocyte differentiation by targeting mTORC1 signaling .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O	Fisetin supplementation in mice fed a high-fat diet ( HFD ) significantly attenuated HFD-induced increases in body weight and white adipose tissue .
(4, 10, CPR_4) , (4, 12, CPR_4) , (4, 14, CPR_4)	O O O O B-CHEMICAL O O O O O O O O O O O O O O	O O O O O O O O O O B-GENE-N O B-GENE-Y O B-GENE-N O O O O	We also observed that fisetin efficiently suppressed the phosphorylation of Akt , S6K1 and mTORC1 in adipose tissue .
(11, 8, CPR_4)	O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O	O O O O O O O O B-GENE-N O O O O O O O O O O O O O O O	Collectively , these results suggest that inhibition of mTORC1 signaling by fisetin prevents adipocyte differentiation of 3T3-L1 preadipocytes and obesity in HFD-fed mice .
None	O O B-CHEMICAL O O O O O O O O O O O	O O O O O O O O O O O O O O	Therefore , fisetin may be a useful phytochemical agent for attenuating diet-induced obesity .
(20, 17, CPR_4)	O O O O O O O O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O	B-GENE-Y B-GENE-Y O O O O O O O O O O O O O O O B-GENE-Y O O O O	Cyclin E-cdk2 activation is associated with cell cycle arrest and inhibition of DNA replication induced by the thymidylate synthase inhibitor Tomudex .
(0, 8, CPR_4)	B-CHEMICAL O B-CHEMICAL O O O O O B-CHEMICAL O O O O O O O O O O O	O O O O O O O O B-GENE-Y O O O O O O O O O O O	Tomudex ( ZD1694 ) is a specific antifolate-based thymidylate synthase inhibitor active in a variety of solid tumor malignancies .
(25, 22, CPR_4)	O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O	Studies were carried out in vitro to evaluate downstream molecular alterations induced as a consequence of the potent and sustained inhibition of thymidylate synthase by Tomudex .
None	O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Twenty-four hours following the initial 2-h treatment with Tomudex , human A253 head and neck squamous carcinoma cells , not expressing p53 and p21(WAF1 ) , were accumulated with DNA content characteristic of early S phase of the cell cycle with a concomitant reduction of cells in G1 and G2/M phases .
None	O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-N O B-GENE-N O O O O B-GENE-N O O O O O O O O O O	The changes in cyclin and cdk protein expression and their kinase activities were examined in control and drug-treated A253 cells .
(0, 7, CPR_4) , (0, 15, CPR_3) , (0, 18, CPR_3) , (0, 22, CPR_3)	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O B-GENE-Y O O O O O O O B-GENE-Y O O B-GENE-Y O O O B-GENE-N O O O O O O O O	Tomudex treatment resulted in the decrease in p27(kip1 ) expression , with an increase in cyclin E and cdk2 protein expression and kinase activities 24 h after a 2-h exposure .
None	O O O O O O O O O O O O O O O O O O	O B-GENE-Y O O O O O O O B-GENE-Y O B-GENE-N O O O O O O	Although cyclin A protein expression was markedly increased , cyclin A kinase activity was only slightly increased .
None	O O O O O O O O O O O O O O O O O O	B-GENE-Y O O B-GENE-Y O O B-GENE-Y O O B-GENE-Y O O O B-GENE-N O O O O	Cyclin D1 , cyclin B , cdk4 , and cdc2 protein expression and kinase activities remain constant .
None	O O O O O O O O O O O O O O O O O O O O	O O O O B-GENE-N I-GENE-N I-GENE-N B-GENE-Y O O O O O O O O O O O O	Lack of activation of cyclin A- and B-cdc2 was associated with a reduced proportion of cells in G2/M phases .
None	O O O O O O O O O O O O O O O O O O O O O	O B-GENE-Y B-GENE-Y O O O O O O O O O O O O O O O B-GENE-Y O O	Increased cyclin E-cdk2 protein expression was accompanied by the inhibition of DNA synthesis , with a decrease in E2F-1 expression .
None	O O O O O O O O O O O O O	O O O O B-GENE-Y B-GENE-Y B-GENE-N O O O O O O	These results propose that cyclin E-cdk2 kinase can negatively regulate DNA replication .
(14, 6, CPR_4) , (14, 7, CPR_4) , (14, 18, CPR_3) , (14, 19, CPR_3) , (14, 28, CPR_4)	O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O B-CHEMICAL O O O O O O O	O O O O O O B-GENE-Y B-GENE-Y O O O O O O O O O O B-GENE-Y B-GENE-Y O O O O O O O O B-GENE-Y O O O O O O O	The studies with dThyd rescue from cyclin E-cdk2 protein overexpression and growth inhibition by Tomudex indicate that increased cyclin E-cdk2 protein expression is associated with effective inhibition of thymidylate synthase and resultant dNTP pool imbalance .
None	O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Provision of dThyd more than 24 h after exposure to Tomudex allowed cells to replicate DNA for a single cycle back to G1 , but did not prevent the profound growth-inhibitory effect manifested in the following 5 days .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O	Tomudex treatment resulted in a time-dependent induction of the megabase DNA fragments , followed by secondary 50- to 300-kb DNA fragmentation .
None	O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O B-GENE-Y B-GENE-Y O O	The 50- to 300-kb DNA fragmentation may be derived from the inhibition of DNA synthesis associated with cyclin E-cdk2 activation .
(19, 16, CPR_4) , (19, 30, CPR_4) , (19, 37, CPR_3) , (19, 40, CPR_3) , (19, 41, CPR_3)	O O O O O O O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O B-GENE-Y O O O O O O B-GENE-Y O O B-GENE-Y B-GENE-N O O	These results suggest that the megabase DNA fragmentation is induced as a consequence of inhibition of thymidylate synthase by Tomudex and kilobase DNA fragmentation may correlate with the reduction of p27(kip1 ) expression and the increase in cyclin E and cdk2 kinase activities .
